Date,Adj Close,Close,High,Low,Open,Volume
2023-07-28,1250.2225341796875,1263.925048828125,1271.425048828125,1250.2750244140625,1256.0250244140625,20827852
2023-07-31,1260.8065185546875,1274.625,1276.949951171875,1258.9749755859375,1263.925048828125,8551174
2023-08-01,1242.9769287109375,1256.5999755859375,1279.5,1252.6500244140625,1277.5,9536632
2023-08-02,1229.697509765625,1243.175048828125,1256.0,1231.800048828125,1254.5999755859375,12748214
2023-08-03,1224.529052734375,1237.949951171875,1250.449951171875,1229.0250244140625,1237.6500244140625,10168350
2023-08-04,1241.1717529296875,1254.7750244140625,1258.0,1235.800048828125,1249.4000244140625,22885610
2023-08-07,1248.244384765625,1261.925048828125,1264.199951171875,1252.5,1260.5,5982870
2023-08-08,1240.7264404296875,1254.324951171875,1267.2249755859375,1249.7750244140625,1264.0,9844072
2023-08-09,1248.911865234375,1262.5999755859375,1264.5,1240.550048828125,1252.425048828125,11486586
2023-08-10,1254.475830078125,1268.2249755859375,1275.0,1254.2249755859375,1262.4749755859375,15470598
2023-08-11,1259.767822265625,1273.574951171875,1279.425048828125,1256.175048828125,1266.2249755859375,22179330
2023-08-14,1274.6546630859375,1288.625,1291.1500244140625,1262.5,1269.5,9575812
2023-08-16,1273.6160888671875,1287.574951171875,1291.4000244140625,1275.5,1275.5,10203112
2023-08-17,1255.2425537109375,1269.0,1289.050048828125,1266.425048828125,1283.550048828125,13673744
2023-08-18,1264.5406494140625,1278.4000244140625,1288.800048828125,1254.2750244140625,1265.625,18639978
2023-08-21,1250.74267578125,1260.0,1277.7249755859375,1257.824951171875,1269.9749755859375,9221746
2023-08-22,1250.44482421875,1259.699951171875,1268.9749755859375,1249.5,1258.449951171875,7713044
2023-08-23,1251.8345947265625,1261.0999755859375,1271.425048828125,1258.4749755859375,1262.0999755859375,9517952
2023-08-24,1230.7904052734375,1239.9000244140625,1269.949951171875,1235.5,1269.949951171875,14140020
2023-08-25,1225.1075439453125,1234.175048828125,1252.5,1221.300048828125,1228.0,22222400
2023-08-28,1212.897705078125,1221.875,1242.0,1215.550048828125,1236.0,12580826
2023-08-29,1201.2838134765625,1210.175048828125,1226.7249755859375,1204.074951171875,1226.0250244140625,16876644
2023-08-30,1200.142333984375,1209.0250244140625,1221.5,1207.5,1216.0,12168946
2023-08-31,1194.6578369140625,1203.5,1212.5,1199.949951171875,1211.5,21638600
2023-09-01,1197.4619140625,1206.324951171875,1212.824951171875,1200.824951171875,1203.2750244140625,18112842
2023-09-04,1196.494140625,1205.3499755859375,1211.824951171875,1202.6500244140625,1206.324951171875,9347626
2023-09-05,1202.89697265625,1211.800048828125,1216.9749755859375,1206.2249755859375,1210.0,8675876
2023-09-06,1205.4281005859375,1214.3499755859375,1218.074951171875,1208.625,1210.550048828125,8200370
2023-09-07,1207.06591796875,1216.0,1219.125,1205.5,1210.8499755859375,13652572
2023-09-08,1215.1064453125,1224.0999755859375,1228.0,1211.4749755859375,1220.0,23109288
2023-09-11,1228.20947265625,1237.300048828125,1238.425048828125,1226.0,1226.0,13271074
2023-09-12,1210.4658203125,1219.425048828125,1241.5,1217.9749755859375,1241.5,16255666
2023-09-13,1216.52099609375,1225.5250244140625,1231.324951171875,1213.125,1220.0,12803338
2023-09-14,1217.6376953125,1226.6500244140625,1232.9000244140625,1222.5,1230.0,9209636
2023-09-15,1219.89599609375,1228.925048828125,1234.0,1224.75,1234.0,25468592
2023-09-18,1209.274658203125,1218.2249755859375,1225.5,1216.0250244140625,1220.0250244140625,7516300
2023-09-20,1182.3240966796875,1191.074951171875,1213.800048828125,1177.5,1211.5250244140625,57081884
2023-09-21,1173.7127685546875,1182.4000244140625,1195.050048828125,1180.0,1187.4749755859375,12226182
2023-09-22,1168.823974609375,1177.4749755859375,1191.2249755859375,1175.0,1188.0,19176786
2023-09-25,1161.6273193359375,1170.2249755859375,1180.3499755859375,1167.550048828125,1175.199951171875,14254884
2023-09-26,1162.644775390625,1171.25,1175.0999755859375,1167.800048828125,1169.2750244140625,10087782
2023-09-27,1175.747802734375,1184.449951171875,1185.9000244140625,1169.25,1171.75,11722778
2023-09-28,1158.4757080078125,1167.050048828125,1191.5,1162.5,1191.5,14518346
2023-09-29,1163.8856201171875,1172.5,1184.550048828125,1167.050048828125,1170.9000244140625,12342014
2023-10-03,1150.5592041015625,1159.074951171875,1167.800048828125,1158.0,1164.9749755859375,8859056
2023-10-04,1148.5738525390625,1157.074951171875,1159.5,1147.550048828125,1154.5,10286386
2023-10-05,1148.5491943359375,1157.050048828125,1164.699951171875,1154.5,1159.625,10953682
2023-10-06,1150.4847412109375,1159.0,1162.4000244140625,1156.0250244140625,1158.5250244140625,5431026
2023-10-09,1140.6822509765625,1149.125,1155.9749755859375,1147.5,1154.050048828125,7576878
2023-10-10,1145.719970703125,1154.199951171875,1158.949951171875,1151.875,1153.2750244140625,10236032
2023-10-11,1163.910400390625,1172.5250244140625,1174.8499755859375,1156.5,1157.2249755859375,9814118
2023-10-12,1166.0693359375,1174.699951171875,1179.675048828125,1169.074951171875,1171.925048828125,12554450
2023-10-13,1166.019775390625,1174.6500244140625,1178.75,1164.574951171875,1170.0,10150316
2023-10-16,1163.4140625,1172.0250244140625,1177.2750244140625,1168.0,1172.5,5929036
2023-10-17,1168.972900390625,1177.625,1179.8499755859375,1170.6500244140625,1178.0,7928180
2023-10-18,1153.4627685546875,1162.0,1183.5,1160.5,1177.625,8918320
2023-10-19,1144.603271484375,1153.074951171875,1160.9000244140625,1150.5,1156.0,12032556
2023-10-20,1141.104248046875,1149.550048828125,1157.3499755859375,1148.1500244140625,1150.0,8913312
2023-10-23,1123.2860107421875,1131.5999755859375,1153.125,1127.625,1145.0,7853962
2023-10-25,1120.680419921875,1128.9749755859375,1140.5999755859375,1121.5,1125.0250244140625,11620688
2023-10-26,1105.07080078125,1113.25,1129.0,1110.1500244140625,1125.5,15222534
2023-10-27,1124.5765380859375,1132.9000244140625,1136.75,1117.9749755859375,1120.0,11771084
2023-10-30,1147.7550048828125,1156.25,1162.5,1134.9749755859375,1137.0,16813304
2023-10-31,1135.5452880859375,1143.949951171875,1164.0,1141.449951171875,1164.0,12808438
2023-11-01,1140.2603759765625,1148.699951171875,1158.75,1137.5999755859375,1144.574951171875,10309190
2023-11-02,1151.57666015625,1160.0999755859375,1162.1500244140625,1153.9749755859375,1156.9749755859375,10562104
2023-11-03,1151.3284912109375,1159.8499755859375,1167.4749755859375,1157.875,1163.5999755859375,8850156
2023-11-06,1160.9075927734375,1169.5,1170.0,1162.800048828125,1166.1500244140625,10647304
2023-11-07,1153.3634033203125,1161.9000244140625,1169.550048828125,1159.7750244140625,1167.0250244140625,6960204
2023-11-08,1159.3690185546875,1167.949951171875,1170.5,1160.875,1166.0,7884494
2023-11-09,1146.787109375,1155.2750244140625,1167.949951171875,1152.0999755859375,1167.925048828125,14513610
2023-11-10,1148.9461669921875,1157.449951171875,1158.175048828125,1149.0250244140625,1152.7750244140625,7734954
2023-11-13,1148.79736328125,1157.300048828125,1162.300048828125,1155.8499755859375,1161.449951171875,3854810
2023-11-15,1169.5684814453125,1178.2249755859375,1180.9749755859375,1163.5,1170.0,12220648
2023-11-16,1171.6778564453125,1180.3499755859375,1187.074951171875,1173.4749755859375,1175.550048828125,13134910
2023-11-17,1169.121826171875,1177.7750244140625,1186.625,1176.0250244140625,1176.449951171875,7758634
2023-11-20,1166.0445556640625,1174.675048828125,1179.199951171875,1168.199951171875,1174.2750244140625,4490186
2023-11-21,1180.7109375,1189.449951171875,1194.0,1180.0999755859375,1183.0,8214450
2023-11-22,1185.3267822265625,1194.0999755859375,1197.2249755859375,1186.0999755859375,1187.5,8534814
2023-11-23,1188.9500732421875,1197.75,1200.0,1194.0999755859375,1194.0999755859375,8531542
2023-11-24,1188.1558837890625,1196.949951171875,1201.300048828125,1195.5250244140625,1195.800048828125,6749486
2023-11-28,1188.404052734375,1197.199951171875,1199.8499755859375,1187.625,1196.949951171875,13792174
2023-11-29,1191.5308837890625,1200.3499755859375,1205.9749755859375,1199.0250244140625,1204.0,12531306
2023-11-30,1179.9913330078125,1188.7249755859375,1200.3499755859375,1184.949951171875,1197.3499755859375,28439984
2023-12-01,1188.3544921875,1197.1500244140625,1198.199951171875,1188.800048828125,1189.0,14342842
2023-12-04,1201.2093505859375,1210.0999755859375,1225.0,1199.300048828125,1225.0,15590990
2023-12-05,1209.919921875,1218.875,1220.425048828125,1210.824951171875,1219.5,12693624
2023-12-06,1221.5091552734375,1230.550048828125,1236.4749755859375,1217.5,1223.550048828125,16422442
2023-12-07,1219.4989013671875,1228.5250244140625,1230.4749755859375,1221.0,1230.0,8142096
2023-12-08,1218.8536376953125,1227.875,1238.3499755859375,1222.5,1231.925048828125,10204894
2023-12-11,1220.6405029296875,1229.675048828125,1233.800048828125,1226.199951171875,1228.0,7066138
2023-12-12,1203.1201171875,1212.0250244140625,1232.4749755859375,1210.074951171875,1230.0,9197124
2023-12-13,1208.03369140625,1216.9749755859375,1219.175048828125,1203.1500244140625,1211.0,10031182
2023-12-14,1223.0228271484375,1232.074951171875,1237.4749755859375,1221.324951171875,1227.0,16972354
2023-12-15,1238.63232421875,1247.800048828125,1250.0,1235.0250244140625,1239.0,15932152
2023-12-18,1251.239013671875,1260.5,1267.449951171875,1245.4749755859375,1247.800048828125,14165188
2023-12-19,1269.6527099609375,1279.050048828125,1286.949951171875,1262.5999755859375,1277.5,16820604
2023-12-20,1254.2913818359375,1263.574951171875,1299.425048828125,1260.0,1285.5250244140625,17736722
2023-12-21,1271.8614501953125,1281.2750244140625,1286.75,1259.125,1263.5,13765454
2023-12-22,1273.102294921875,1282.5250244140625,1290.449951171875,1273.824951171875,1279.800048828125,16541784
2023-12-26,1279.554443359375,1289.0250244140625,1295.9749755859375,1281.3499755859375,1284.0,7465664
2023-12-27,1283.9222412109375,1293.425048828125,1299.949951171875,1286.550048828125,1291.0,9204156
2023-12-28,1293.2034912109375,1302.7750244140625,1306.0,1293.425048828125,1294.9000244140625,12302636
2023-12-29,1282.97900390625,1292.4749755859375,1307.0,1289.6500244140625,1305.550048828125,10864584
2024-01-01,1285.609619140625,1295.125,1303.425048828125,1286.574951171875,1290.2750244140625,4030540
2024-01-02,1296.255859375,1305.8499755859375,1307.5,1286.5,1292.5,7448800
2024-01-03,1282.16015625,1291.6500244140625,1317.0,1288.5999755859375,1305.0,9037536
2024-01-04,1288.7860107421875,1298.324951171875,1304.925048828125,1289.550048828125,1294.0,9612778
2024-01-05,1294.2705078125,1303.8499755859375,1309.925048828125,1299.0,1301.449951171875,8086406
2024-01-08,1284.1702880859375,1293.675048828125,1315.9749755859375,1284.4749755859375,1305.0,7734652
2024-01-09,1280.7705078125,1290.25,1303.4000244140625,1288.5999755859375,1300.0,5403074
2024-01-10,1315.3148193359375,1325.050048828125,1329.5,1287.5250244140625,1288.5,11102740
2024-01-11,1349.9088134765625,1359.9000244140625,1362.5,1328.5,1329.5,23725852
2024-01-12,1360.6541748046875,1370.7249755859375,1373.324951171875,1345.75,1359.9000244140625,15012164
2024-01-15,1383.88232421875,1394.125,1396.449951171875,1366.0,1375.0,8610594
2024-01-16,1364.5255126953125,1374.625,1396.300048828125,1370.5,1389.9749755859375,9069024
2024-01-17,1351.5712890625,1361.574951171875,1386.2750244140625,1355.0250244140625,1359.5,12197382
2024-01-18,1357.8995361328125,1367.949951171875,1371.0,1351.25,1351.4000244140625,10279438
2024-01-19,1357.4031982421875,1367.449951171875,1376.0,1359.0,1376.0,10422704
2024-01-23,1318.8138427734375,1328.574951171875,1371.75,1322.550048828125,1371.75,20055420
2024-01-24,1334.00146484375,1343.875,1349.5,1323.925048828125,1335.2249755859375,21919128
2024-01-25,1343.1337890625,1353.074951171875,1364.1500244140625,1335.199951171875,1342.949951171875,11808872
2024-01-29,1437.4111328125,1448.050048828125,1452.5,1360.175048828125,1364.5,23893438
2024-01-30,1397.2830810546875,1407.625,1459.9749755859375,1404.425048828125,1459.949951171875,14093978
2024-01-31,1416.1435546875,1426.625,1434.25,1402.5,1404.0,15130226
2024-02-01,1416.1683349609375,1426.6500244140625,1443.3499755859375,1418.050048828125,1435.0,13349362
2024-02-02,1446.9901123046875,1457.699951171875,1474.9000244140625,1433.175048828125,1433.175048828125,19652588
2024-02-05,1428.452392578125,1439.0250244140625,1470.5,1431.5250244140625,1460.75,8814432
2024-02-06,1417.309814453125,1427.800048828125,1441.8499755859375,1419.824951171875,1441.8499755859375,9047984
2024-02-07,1431.554443359375,1442.1500244140625,1449.5,1429.25,1435.925048828125,9296568
2024-02-08,1439.4708251953125,1450.125,1459.4749755859375,1427.5250244140625,1450.0,14694634
2024-02-09,1450.0177001953125,1460.75,1471.9749755859375,1450.949951171875,1454.0,12556798
2024-02-12,1441.679443359375,1452.3499755859375,1461.0,1442.3499755859375,1460.75,6674430
2024-02-13,1454.3358154296875,1465.0999755859375,1479.0,1454.0,1455.5,7715594
2024-02-14,1470.4912109375,1481.375,1483.6500244140625,1457.5,1457.5,7117888
2024-02-15,1459.7952880859375,1470.5999755859375,1484.7249755859375,1466.5250244140625,1483.3499755859375,10006782
2024-02-16,1449.843994140625,1460.574951171875,1477.0,1458.550048828125,1476.4749755859375,9767498
2024-02-19,1463.17041015625,1474.0,1479.5,1453.5250244140625,1462.050048828125,6729828
2024-02-20,1460.2174072265625,1471.0250244140625,1475.5,1461.800048828125,1475.0250244140625,7117496
2024-02-21,1456.916748046875,1467.699951171875,1488.5250244140625,1457.550048828125,1474.0,12720292
2024-02-22,1470.8634033203125,1481.75,1484.949951171875,1458.0,1468.1500244140625,18493728
2024-02-23,1482.6512451171875,1493.625,1497.550048828125,1483.3499755859375,1489.5,14438584
2024-02-26,1476.3974609375,1487.324951171875,1494.5250244140625,1482.5,1493.550048828125,7513106
2024-02-27,1474.73486328125,1485.6500244140625,1499.949951171875,1478.050048828125,1483.0250244140625,10826044
2024-02-28,1444.930419921875,1455.625,1491.2750244140625,1450.175048828125,1483.0,8647950
2024-02-29,1450.0675048828125,1460.800048828125,1478.9749755859375,1454.5250244140625,1465.0,23628976
2024-03-01,1481.1622314453125,1492.125,1500.0,1462.5,1463.5,12132926
2024-03-04,1496.3250732421875,1507.4000244140625,1512.449951171875,1487.2249755859375,1490.4749755859375,10024420
2024-03-05,1489.1778564453125,1500.199951171875,1507.4000244140625,1486.050048828125,1505.7750244140625,7107668
2024-03-06,1491.9573974609375,1503.0,1509.0,1478.5,1493.449951171875,7805676
2024-03-07,1468.059326171875,1478.925048828125,1503.0999755859375,1475.550048828125,1502.9749755859375,8315726
2024-03-11,1455.82470703125,1466.5999755859375,1489.0,1463.5,1489.0,11277130
2024-03-12,1464.5850830078125,1475.425048828125,1488.0,1465.0250244140625,1466.5999755859375,9432678
2024-03-13,1421.6527099609375,1432.175048828125,1483.0999755859375,1427.7750244140625,1479.7750244140625,13522134
2024-03-14,1420.9578857421875,1431.4749755859375,1448.5250244140625,1425.5,1439.699951171875,18571102
2024-03-15,1407.80517578125,1418.2249755859375,1433.2249755859375,1412.9000244140625,1425.949951171875,19223818
2024-03-18,1428.8990478515625,1439.4749755859375,1441.7249755859375,1416.5250244140625,1420.0,9169392
2024-03-19,1414.778564453125,1425.25,1437.5999755859375,1417.25,1428.75,8275764
2024-03-20,1433.142578125,1443.75,1445.0,1424.0250244140625,1427.949951171875,8488806
2024-03-21,1440.3145751953125,1450.9749755859375,1457.9000244140625,1444.675048828125,1452.5250244140625,13006936
2024-03-22,1444.3348388671875,1455.0250244140625,1460.0,1447.3499755859375,1449.9749755859375,19527608
2024-03-26,1430.983642578125,1441.574951171875,1452.4000244140625,1439.0,1445.0,11415906
2024-03-27,1481.8819580078125,1492.8499755859375,1500.0,1447.0,1448.0,16326644
2024-03-28,1474.933349609375,1485.8499755859375,1505.949951171875,1478.6500244140625,1492.875,21854364
2024-04-01,1473.8663330078125,1484.7750244140625,1493.9749755859375,1482.5,1492.4749755859375,5013880
2024-04-02,1476.025146484375,1486.949951171875,1494.0,1475.0,1484.0,8910166
2024-04-03,1460.7880859375,1471.5999755859375,1484.449951171875,1468.9000244140625,1482.074951171875,7008292
2024-04-04,1452.1768798828125,1462.925048828125,1479.75,1450.0,1479.75,14490272
2024-04-05,1449.3724365234375,1460.0999755859375,1470.800048828125,1456.0,1460.875,7442298
2024-04-08,1475.057373046875,1485.9749755859375,1490.9749755859375,1461.0,1462.9749755859375,8357118
2024-04-09,1452.896484375,1463.6500244140625,1489.800048828125,1462.5,1489.0,7071414
